,propietario_casa,cant_carros,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_Bachelors,escolaridad_Graduate Degree,escolaridad_High School,escolaridad_Partial College,escolaridad_Partial High School,ocupación_Clerical,ocupación_Management,ocupación_Manual,ocupación_Professional,ocupación_Skilled Manual,género_F,género_M,estado_civil_M,estado_civil_S
16182,1,1,2,59271,1,56.2,42,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16183,1,1,1,136788,0,52.54,34,0,1,0,0,0,0,0,0,1,0,1,0,1,0
16184,1,1,1,77135,0,50.46,35,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16185,0,0,0,62329,1,50.63,27,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16186,1,2,2,104568,1,52.71,58,1,0,0,0,0,0,1,0,0,0,0,1,1,0
16187,0,2,0,83559,0,53.66,36,0,0,0,1,0,1,0,0,0,0,0,1,0,1
16188,0,1,0,34582,0,47.25,33,0,1,0,0,0,0,0,1,0,0,0,1,0,1
16189,1,1,2,111882,1,52.67,36,1,0,0,0,0,0,1,0,0,0,1,0,1,0
16190,1,1,2,58931,1,48.98,67,0,1,0,0,0,0,0,0,0,1,0,1,1,0
16191,1,3,0,137968,1,53.11,37,1,0,0,0,0,0,0,0,1,0,1,0,0,1
16192,1,1,2,62066,0,50.74,51,0,0,0,1,0,0,0,0,0,1,1,0,1,0
16193,0,1,0,35850,0,53.44,41,0,1,0,0,0,0,0,1,0,0,0,1,0,1
16194,1,2,1,129707,1,55.52,69,0,1,0,0,0,0,0,0,1,0,1,0,0,1
16195,0,2,0,77320,1,49.71,30,0,0,1,0,0,1,0,0,0,0,1,0,1,0
16196,1,0,2,27488,0,44.83,58,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16197,1,1,2,28560,0,47.98,53,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16198,1,0,2,103933,0,51.13,62,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16199,0,3,0,82021,1,53.71,35,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16200,1,2,2,56778,1,48.52,53,0,0,0,1,0,0,0,0,0,1,1,0,1,0
16201,0,0,0,56889,1,57.12,39,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16202,1,2,0,130412,0,54.76,32,0,1,0,0,0,0,0,0,1,0,1,0,0,1
16203,1,0,2,106832,1,50.73,62,1,0,0,0,0,0,1,0,0,0,0,1,1,0
16204,0,1,0,34413,0,46.88,25,0,0,0,0,1,0,0,1,0,0,1,0,0,1
16205,1,2,2,81995,1,49.98,31,0,0,1,0,0,1,0,0,0,0,1,0,1,0
16206,0,0,0,35715,0,53.08,40,1,0,0,0,0,0,0,1,0,0,0,1,0,1
16207,1,1,2,109890,1,53.0,57,1,0,0,0,0,0,1,0,0,0,1,0,1,0
16208,1,1,0,107380,1,57.84,50,0,1,0,0,0,0,1,0,0,0,0,1,0,1
16209,0,1,0,57509,0,51.51,27,0,0,0,1,0,0,0,0,0,1,0,1,0,1
16210,0,1,0,57866,0,49.55,25,0,0,0,1,0,0,0,0,0,1,0,1,0,1
16211,0,0,0,31950,1,48.99,35,1,0,0,0,0,0,0,1,0,0,1,0,0,1
16212,0,2,0,53973,1,52.08,24,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16213,0,2,2,53281,1,48.28,34,0,1,0,0,0,0,0,0,0,1,0,1,1,0
16214,1,2,2,105858,0,50.85,67,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16215,0,1,1,32399,1,46.04,34,0,1,0,0,0,0,0,1,0,0,1,0,1,0
16216,1,2,1,83984,0,50.85,38,1,0,0,0,0,1,0,0,0,0,1,0,1,0
16217,1,0,2,31920,1,50.03,42,0,0,0,1,0,0,0,1,0,0,0,1,1,0
16218,0,1,1,36114,0,46.8,35,0,1,0,0,0,0,0,1,0,0,1,0,1,0
16219,1,1,2,57611,1,50.16,39,1,0,0,0,0,0,0,0,0,1,1,0,1,0
16220,0,0,0,51396,1,51.9,26,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16221,1,1,0,86180,0,51.97,44,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16222,1,2,2,110898,1,55.42,41,1,0,0,0,0,0,1,0,0,0,1,0,1,0
16223,1,2,1,130042,1,55.76,58,1,0,0,0,0,0,0,0,1,0,1,0,0,1
16224,1,0,0,53840,0,48.57,49,0,0,0,0,1,0,0,0,0,1,1,0,0,1
16225,0,1,0,78025,1,51.97,30,0,0,0,1,0,1,0,0,0,0,0,1,0,1
16226,1,1,2,82122,1,50.3,52,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16227,1,1,2,57902,1,51.33,47,0,0,0,0,1,0,0,0,0,1,0,1,1,0
16228,1,2,1,82942,1,53.9,63,1,0,0,0,0,1,0,0,0,0,0,1,0,1
16229,1,2,2,78357,0,54.21,48,0,0,0,1,0,1,0,0,0,0,0,1,1,0
16230,1,1,1,33108,1,47.21,53,0,0,0,1,0,0,0,1,0,0,1,0,1,0
16231,1,3,0,102909,1,53.52,40,1,0,0,0,0,0,1,0,0,0,1,0,0,1
16232,1,0,2,55153,1,53.07,46,0,1,0,0,0,0,0,0,0,1,0,1,1,0
16233,1,2,1,85605,1,56.27,44,0,0,1,0,0,1,0,0,0,0,0,1,1,0
16234,0,1,0,60144,0,48.85,39,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16235,1,0,2,55605,0,48.3,40,0,0,0,1,0,0,0,0,0,1,1,0,1,0
16236,0,1,0,51592,0,50.95,27,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16237,1,0,2,56028,1,47.96,46,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16238,1,2,2,53744,0,47.84,59,0,0,0,0,1,0,0,0,0,1,1,0,1,0
16239,0,0,0,54363,0,50.36,39,1,0,0,0,0,0,0,0,0,1,1,0,0,1
16240,1,2,2,108938,1,51.46,42,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16241,0,2,0,58960,1,57.24,38,1,0,0,0,0,0,0,0,0,1,0,1,0,1
16242,1,2,0,133750,1,60.82,44,0,1,0,0,0,0,0,0,1,0,0,1,0,1
16243,1,1,0,59160,0,54.13,51,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16244,1,1,0,106723,0,55.65,38,0,0,0,1,0,0,1,0,0,0,0,1,0,1
16245,1,3,2,102955,1,51.94,42,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16246,0,1,0,29344,0,57.52,46,0,0,0,1,0,0,0,1,0,0,0,1,0,1
16247,1,2,0,105794,1,52.25,50,0,1,0,0,0,0,1,0,0,0,0,1,1,0
16248,1,2,0,130640,0,54.87,34,0,1,0,0,0,0,0,0,1,0,0,1,0,1
16249,0,0,0,29629,0,46.02,44,0,0,1,0,0,0,0,1,0,0,1,0,0,1
16250,1,0,2,79045,1,50.77,37,0,1,0,0,0,1,0,0,0,0,1,0,1,0
16251,1,3,1,81964,0,50.14,48,0,0,1,0,0,1,0,0,0,0,1,0,1,0
16252,0,3,0,102709,0,50.42,35,1,0,0,0,0,0,1,0,0,0,1,0,0,1
16253,1,2,0,128676,1,54.51,36,0,1,0,0,0,0,0,0,1,0,0,1,0,1
16254,0,2,0,77489,1,49.31,30,0,0,0,1,0,1,0,0,0,0,1,0,0,1
16255,0,2,0,55988,1,51.89,37,0,1,0,0,0,0,0,0,0,1,0,1,0,1
16256,1,2,1,61121,0,57.82,40,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16257,1,1,1,57880,0,52.11,79,0,1,0,0,0,0,0,0,0,1,1,0,0,1
16258,0,0,0,55337,1,57.29,39,0,0,0,0,1,0,0,0,0,1,0,1,0,1
16259,0,1,0,32840,0,56.0,45,0,0,0,1,0,0,0,1,0,0,0,1,0,1
16260,1,2,1,136761,1,56.68,35,1,0,0,0,0,0,0,0,1,0,1,0,1,0
16261,1,1,0,85351,1,54.27,51,0,0,0,1,0,1,0,0,0,0,0,1,0,1
16262,0,1,0,33541,0,48.41,32,0,0,0,0,1,0,0,1,0,0,1,0,0,1
16263,0,1,0,52914,0,52.02,32,0,0,0,0,1,0,0,0,0,1,1,0,0,1
16264,1,3,0,130410,0,53.65,32,1,0,0,0,0,0,0,0,1,0,1,0,0,1
16265,1,2,2,60485,0,51.41,46,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16266,0,1,0,34817,0,46.63,24,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16267,0,1,0,52346,0,51.93,41,0,1,0,0,0,0,0,0,0,1,0,1,0,1
16268,1,1,2,109393,0,50.91,60,1,0,0,0,0,0,1,0,0,0,0,1,1,0
16269,0,3,0,103565,1,53.82,31,0,1,0,0,0,0,1,0,0,0,0,1,0,1
16270,0,0,0,80345,1,53.21,39,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16271,1,1,0,58428,0,50.29,50,0,0,0,0,1,0,0,0,0,1,1,0,0,1
16272,0,1,0,36796,0,46.39,29,0,0,0,0,1,0,0,1,0,0,0,1,1,0
16273,1,1,0,129660,0,52.15,37,1,0,0,0,0,0,0,0,1,0,1,0,0,1
16274,1,2,0,61063,1,52.6,48,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16275,1,0,1,53392,1,51.49,43,0,0,0,1,0,0,0,0,0,1,1,0,1,0
16276,1,0,2,136526,1,60.41,38,0,1,0,0,0,0,0,0,1,0,0,1,1,0
16277,1,1,1,109750,1,52.61,33,0,1,0,0,0,0,1,0,0,0,1,0,1,0
16278,1,2,1,138114,1,56.17,67,0,1,0,0,0,0,0,0,1,0,0,1,0,1
16279,1,1,1,84033,1,52.99,57,1,0,0,0,0,1,0,0,0,0,0,1,0,1
16280,1,2,2,105475,1,53.23,48,0,0,0,1,0,0,1,0,0,0,1,0,1,0
16281,0,1,1,57825,1,48.46,34,0,1,0,0,0,0,0,0,0,1,1,0,1,0
16282,0,2,0,83240,1,49.94,34,0,1,0,0,0,1,0,0,0,0,0,1,0,1
16283,1,0,2,55816,1,53.31,54,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16284,1,3,2,78011,1,49.97,66,0,1,0,0,0,1,0,0,0,0,1,0,1,0
16285,1,2,0,51570,1,60.98,53,0,0,0,1,0,0,0,0,0,1,0,1,0,1
16286,1,1,1,110044,1,56.06,45,1,0,0,0,0,0,1,0,0,0,0,1,1,0
16287,0,1,2,27979,0,46.07,40,1,0,0,0,0,0,0,1,0,0,1,0,1,0
16288,1,0,2,55269,1,51.34,60,1,0,0,0,0,0,0,0,0,1,1,0,1,0
16289,0,0,0,37017,1,48.65,36,1,0,0,0,0,0,0,1,0,0,0,1,0,1
16290,1,1,2,26234,0,50.3,43,0,0,0,1,0,0,0,1,0,0,0,1,1,0
16291,0,0,0,34501,1,48.74,44,0,1,0,0,0,0,0,1,0,0,1,0,0,1
16292,1,1,2,60802,1,48.87,39,0,1,0,0,0,0,0,0,0,1,1,0,1,0
16293,0,1,1,36948,0,47.78,31,1,0,0,0,0,0,0,1,0,0,0,1,1,0
16294,1,0,2,82847,1,54.4,45,0,1,0,0,0,1,0,0,0,0,0,1,1,0
16295,0,2,0,78512,1,49.41,30,0,0,0,1,0,1,0,0,0,0,0,1,1,0
16296,1,1,1,53276,1,48.14,36,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16297,0,1,0,53294,0,52.89,37,0,1,0,0,0,0,0,0,0,1,1,0,0,1
16298,0,1,0,29621,0,46.65,25,0,0,0,1,0,0,0,1,0,0,1,0,0,1
16299,1,2,2,132565,1,52.95,62,1,0,0,0,0,0,0,0,1,0,0,1,1,0
16300,0,1,1,27398,0,45.59,39,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16301,1,2,2,62022,1,52.28,49,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16302,1,2,2,133778,0,52.65,64,0,1,0,0,0,0,0,0,1,0,0,1,1,0
16303,1,2,0,136742,1,52.53,33,0,1,0,0,0,0,0,0,1,0,1,0,1,0
16304,0,2,0,79202,1,50.24,40,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16305,1,2,2,79937,1,51.51,34,0,1,0,0,0,1,0,0,0,0,0,1,1,0
16306,0,1,0,51714,1,51.56,29,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16307,0,0,0,31594,0,48.77,32,0,0,0,1,0,0,0,1,0,0,0,1,0,1
16308,1,0,1,78900,1,61.55,43,0,0,1,0,0,1,0,0,0,0,0,1,1,0
16309,1,1,2,30003,1,45.65,53,0,0,0,1,0,0,0,1,0,0,1,0,1,0
16310,0,1,0,51742,0,47.98,32,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16311,1,1,2,58867,0,53.67,43,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16312,0,0,0,30608,0,45.86,27,0,0,1,0,0,0,0,1,0,0,1,0,1,0
16313,1,2,2,53114,1,48.18,36,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16314,1,2,0,127821,0,52.56,37,1,0,0,0,0,0,0,0,1,0,1,0,0,1
16315,1,1,1,84880,0,50.59,31,1,0,0,0,0,1,0,0,0,0,0,1,1,0
16316,0,2,0,57592,0,51.79,39,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16317,1,2,1,105344,0,53.04,59,1,0,0,0,0,0,1,0,0,0,1,0,0,1
16318,1,1,2,58878,0,48.54,46,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16319,0,1,0,108208,0,55.79,25,0,0,0,1,0,0,1,0,0,0,0,1,0,1
16320,1,2,2,134356,1,54.0,63,0,1,0,0,0,0,0,0,1,0,1,0,1,0
16321,1,0,2,28798,0,45.35,53,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16322,1,1,0,87109,0,60.08,48,0,0,1,0,0,1,0,0,0,0,0,1,0,1
16323,0,0,0,103988,1,53.04,28,1,0,0,0,0,0,1,0,0,0,0,1,0,1
16324,1,2,0,134235,1,55.13,33,1,0,0,0,0,0,0,0,1,0,0,1,0,1
16325,0,0,0,30215,0,45.07,26,0,0,0,1,0,0,0,1,0,0,1,0,0,1
16326,0,0,0,30781,1,46.65,43,0,0,0,1,0,0,0,1,0,0,0,1,0,1
16327,1,3,2,108003,1,55.65,37,0,1,0,0,0,0,1,0,0,0,0,1,1,0
16328,1,1,2,56868,1,58.81,55,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16329,0,1,0,34629,0,50.62,25,0,0,1,0,0,0,0,1,0,0,0,1,0,1
16330,1,0,1,34688,1,57.29,48,0,0,0,1,0,0,0,1,0,0,0,1,1,0
16331,0,0,0,78675,1,53.75,38,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16332,0,1,0,60620,0,48.99,25,0,0,1,0,0,0,0,0,0,1,1,0,0,1
16333,0,1,0,55474,0,50.78,36,0,1,0,0,0,0,0,0,0,1,0,1,0,1
16334,0,2,0,82405,0,53.27,34,1,0,0,0,0,1,0,0,0,0,0,1,0,1
16335,1,0,2,60001,0,53.23,56,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16336,0,0,0,32641,0,48.25,39,0,1,0,0,0,0,0,1,0,0,1,0,0,1
16337,1,2,2,87435,1,49.92,35,1,0,0,0,0,1,0,0,0,0,0,1,1,0
16338,0,1,0,58933,1,49.36,28,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16339,0,2,0,79157,1,49.56,25,0,0,0,1,0,1,0,0,0,0,0,1,1,0
16340,1,1,2,85407,0,50.08,44,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16341,0,2,0,53892,1,50.82,39,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16342,0,0,0,31484,1,46.02,27,0,0,1,0,0,0,0,1,0,0,1,0,0,1
16343,0,0,0,35590,1,49.17,36,1,0,0,0,0,0,0,1,0,0,0,1,0,1
16344,1,1,2,106242,0,51.21,43,0,0,0,1,0,0,1,0,0,0,1,0,1,0
16345,1,1,2,56930,0,48.87,57,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16346,0,1,0,57833,1,50.63,25,1,0,0,0,0,0,0,0,0,1,0,1,0,1
16347,1,2,0,52339,0,57.67,53,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16348,1,1,2,110456,1,53.97,50,0,0,0,1,0,0,1,0,0,0,0,1,1,0
16349,1,0,0,62380,1,49.5,55,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16350,1,2,0,130672,1,54.32,31,0,1,0,0,0,0,0,0,1,0,0,1,0,1
16351,1,1,1,54446,0,50.87,39,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16352,0,0,0,31085,0,46.49,25,0,0,1,0,0,0,0,1,0,0,1,0,1,0
16353,1,1,0,58555,0,51.35,49,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16354,1,1,1,58231,1,49.2,41,0,0,0,1,0,0,0,0,0,1,1,0,1,0
16355,0,0,0,61475,1,49.04,39,0,0,1,0,0,0,0,0,0,1,1,0,0,1
16356,1,3,2,82156,1,50.5,45,0,1,0,0,0,1,0,0,0,0,1,0,1,0
16357,1,1,1,52285,0,52.94,59,0,0,0,0,1,0,0,0,0,1,1,0,0,1
16358,1,1,2,28689,0,46.93,48,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16359,1,2,0,131860,0,51.9,42,1,0,0,0,0,0,0,0,1,0,1,0,0,1
16360,0,1,0,54250,0,48.01,24,0,0,1,0,0,0,0,0,0,1,1,0,0,1
16361,1,2,0,79353,1,51.8,47,0,0,1,0,0,1,0,0,0,0,1,0,0,1
16362,1,2,1,51965,0,48.2,40,0,1,0,0,0,0,0,0,0,1,1,0,1,0
16363,0,1,0,85263,0,52.91,38,1,0,0,0,0,1,0,0,0,0,0,1,0,1
16364,1,2,2,131209,1,56.57,62,0,1,0,0,0,0,0,0,1,0,1,0,1,0
16365,0,0,0,51565,1,47.33,25,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16366,0,3,0,102864,1,52.33,35,1,0,0,0,0,0,1,0,0,0,0,1,0,1
16367,1,1,2,53520,1,53.28,40,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16368,1,3,2,105498,1,61.21,48,0,0,0,1,0,0,1,0,0,0,0,1,1,0
16369,1,0,0,61106,0,59.94,51,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16370,0,2,0,57601,1,49.31,31,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16371,1,0,2,57013,1,55.03,50,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16372,1,3,2,79411,0,52.56,48,0,0,1,0,0,1,0,0,0,0,0,1,1,0
16373,0,1,0,31167,0,50.27,38,0,0,0,1,0,0,0,1,0,0,1,0,0,1
16374,0,0,2,30531,0,45.77,31,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16375,1,2,2,80332,1,52.05,57,0,0,0,1,0,1,0,0,0,0,0,1,1,0
16376,0,2,0,82950,0,53.97,34,0,0,1,0,0,1,0,0,0,0,0,1,0,1
16377,1,2,0,112655,0,51.82,35,1,0,0,0,0,0,1,0,0,0,0,1,1,0
16378,1,2,0,78632,1,52.46,41,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16379,0,1,0,53445,0,49.81,41,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16380,0,1,0,30055,0,49.86,48,0,0,0,0,1,0,0,1,0,0,1,0,0,1
16381,1,1,2,29205,0,49.82,50,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16382,0,1,0,53938,1,48.55,27,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16383,1,0,1,51269,1,49.05,59,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16384,1,1,3,79654,1,54.33,63,0,1,0,0,0,1,0,0,0,0,1,0,1,0
16385,1,1,2,55008,0,48.82,50,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16386,1,1,0,79387,1,55.04,42,0,0,0,1,0,1,0,0,0,0,0,1,0,1
16387,1,1,1,34315,1,46.4,48,0,0,0,1,0,0,0,1,0,0,1,0,1,0
16388,1,1,2,59794,0,57.74,53,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16389,0,1,0,84917,0,50.39,29,0,0,1,0,0,1,0,0,0,0,1,0,0,1
16390,1,2,1,82791,1,53.08,62,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16391,1,3,0,109378,0,52.67,38,0,0,0,1,0,0,1,0,0,0,1,0,0,1
16392,1,2,0,131305,1,55.59,34,0,1,0,0,0,0,0,0,1,0,0,1,0,1
16393,0,1,0,58982,0,48.3,30,1,0,0,0,0,0,0,0,0,1,1,0,1,0
16394,0,0,0,85688,0,53.53,37,1,0,0,0,0,1,0,0,0,0,0,1,0,1
16395,1,2,0,112246,1,54.0,44,1,0,0,0,0,0,1,0,0,0,1,0,0,1
16396,0,1,2,54668,1,50.31,32,0,1,0,0,0,0,0,0,0,1,0,1,1,0
16397,0,1,0,55519,0,48.55,25,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16398,0,1,0,60409,0,52.21,27,0,0,0,1,0,0,0,0,0,1,0,1,0,1
16399,1,1,1,79691,0,50.23,42,0,0,1,0,0,1,0,0,0,0,1,0,1,0
16400,1,1,1,79962,0,59.14,55,0,0,0,1,0,1,0,0,0,0,0,1,1,0
16401,0,2,0,127182,1,54.71,30,0,1,0,0,0,0,0,0,1,0,1,0,0,1
16402,1,3,2,82234,1,56.07,43,0,0,1,0,0,1,0,0,0,0,0,1,1,0
16403,1,0,2,53636,0,47.53,66,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16404,0,2,0,56449,0,48.2,30,0,1,0,0,0,0,0,0,0,1,1,0,1,0
16405,1,1,2,57506,1,49.95,57,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16406,0,1,0,57678,0,50.63,29,0,0,0,1,0,0,0,0,0,1,0,1,0,1
16407,0,1,0,59160,0,48.5,28,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16408,1,0,2,56650,1,53.22,53,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16409,1,0,2,60647,0,49.88,50,0,0,0,1,0,0,0,0,0,1,0,1,1,0
16410,1,2,2,134863,1,54.07,31,0,1,0,0,0,0,0,0,1,0,1,0,1,0
16411,1,1,2,61554,0,52.52,58,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16412,0,3,0,80546,1,54.51,30,0,0,0,1,0,1,0,0,0,0,1,0,0,1
16413,0,0,0,36413,0,47.29,29,0,0,0,1,0,0,0,1,0,0,0,1,1,0
16414,0,3,0,103728,1,54.51,33,0,1,0,0,0,0,1,0,0,0,1,0,0,1
16415,0,1,0,56687,1,49.07,24,0,0,0,0,1,0,0,0,0,1,0,1,0,1
16416,1,1,1,30215,0,46.26,52,0,0,1,0,0,0,0,1,0,0,1,0,1,0
16417,1,3,1,109095,0,59.08,42,1,0,0,0,0,0,1,0,0,0,0,1,1,0
16418,0,0,0,138164,0,55.86,29,1,0,0,0,0,0,0,0,1,0,0,1,0,1
16419,0,1,0,26907,0,56.78,40,1,0,0,0,0,0,0,1,0,0,0,1,0,1
16420,1,2,2,56897,1,51.71,52,0,0,0,0,1,0,0,0,0,1,1,0,1,0
16421,0,1,0,84900,1,49.73,30,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16422,0,0,0,28217,0,48.98,29,0,0,0,0,1,0,0,1,0,0,0,1,0,1
16423,0,2,0,51180,0,49.91,36,1,0,0,0,0,0,0,0,0,1,1,0,0,1
16424,1,1,1,80439,1,51.18,62,1,0,0,0,0,1,0,0,0,0,0,1,0,1
16425,1,1,2,80007,1,56.03,51,0,0,1,0,0,1,0,0,0,0,0,1,1,0
16426,1,1,0,109173,1,56.06,41,0,0,0,1,0,0,1,0,0,0,0,1,0,1
16427,1,3,0,81928,1,55.58,49,0,0,1,0,0,1,0,0,0,0,0,1,0,1
16428,1,2,0,103421,1,51.36,39,1,0,0,0,0,0,1,0,0,0,1,0,1,0
16429,1,2,2,61496,0,48.48,53,0,0,1,0,0,0,0,0,0,1,1,0,1,0
16430,1,1,2,26699,0,55.41,41,0,0,0,1,0,0,0,1,0,0,0,1,1,0
16431,1,1,0,110938,0,61.75,38,1,0,0,0,0,0,1,0,0,0,0,1,0,1
16432,0,2,0,84550,0,50.9,24,0,0,0,1,0,1,0,0,0,0,0,1,1,0
16433,0,1,0,27076,0,45.29,40,0,0,0,0,1,0,0,1,0,0,1,0,0,1
16434,0,0,2,35762,1,50.29,38,1,0,0,0,0,0,0,1,0,0,1,0,1,0
16435,0,0,0,55851,0,49.05,27,0,0,1,0,0,0,0,0,0,1,1,0,0,1
16436,0,1,0,34375,0,46.25,26,0,0,1,0,0,0,0,1,0,0,1,0,1,0
16437,1,1,2,107214,1,51.26,41,1,0,0,0,0,0,1,0,0,0,1,0,1,0
16438,0,3,0,80413,1,50.14,34,0,0,0,1,0,1,0,0,0,0,1,0,0,1
16439,1,2,2,134069,0,51.78,67,0,1,0,0,0,0,0,0,1,0,1,0,1,0
16440,0,2,0,83343,0,50.19,30,1,0,0,0,0,1,0,0,0,0,1,0,1,0
16441,0,2,0,60262,1,52.43,25,0,0,0,1,0,0,0,0,0,1,0,1,0,1
16442,0,1,0,130393,0,54.41,24,1,0,0,0,0,0,0,0,1,0,1,0,0,1
16443,0,2,0,78976,1,51.58,32,1,0,0,0,0,1,0,0,0,0,1,0,0,1
16444,1,3,2,105450,1,55.79,72,0,1,0,0,0,0,1,0,0,0,0,1,1,0
16445,1,2,1,135259,0,52.56,65,0,1,0,0,0,0,0,0,1,0,1,0,0,1
16446,0,0,2,32018,1,46.36,35,1,0,0,0,0,0,0,1,0,0,0,1,1,0
16447,1,2,0,111717,0,52.34,46,0,1,0,0,0,0,1,0,0,0,1,0,0,1
16448,0,1,0,25596,0,44.57,26,0,0,0,0,1,0,0,1,0,0,1,0,1,0
16449,1,1,1,131954,1,54.73,31,1,0,0,0,0,0,0,0,1,0,0,1,1,0
16450,0,2,0,60847,0,49.14,35,1,0,0,0,0,0,0,0,0,1,1,0,0,1
16451,0,2,0,61739,1,52.65,24,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16452,1,3,2,80387,1,49.79,33,1,0,0,0,0,1,0,0,0,0,1,0,1,0
16453,1,1,0,51197,0,51.07,47,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16454,0,3,0,84315,0,49.72,33,0,0,1,0,0,1,0,0,0,0,1,0,0,1
16455,1,1,2,58426,1,50.12,57,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16456,1,1,2,52152,1,54.48,53,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16457,1,1,2,59594,0,48.31,45,1,0,0,0,0,0,0,0,0,1,1,0,1,0
16458,1,3,3,84463,0,50.02,62,1,0,0,0,0,1,0,0,0,0,0,1,1,0
16459,1,2,2,132821,1,60.44,44,0,1,0,0,0,0,0,0,1,0,0,1,1,0
16460,0,1,0,62003,0,53.33,26,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16461,1,0,1,61880,0,48.75,36,1,0,0,0,0,0,0,0,0,1,1,0,1,0
16462,1,0,1,82658,1,52.05,52,0,0,1,0,0,1,0,0,0,0,0,1,1,0
16463,1,2,2,53775,1,56.71,48,0,0,1,0,0,0,0,0,0,1,0,1,1,0
16464,0,0,0,29648,0,45.83,23,0,0,1,0,0,0,0,1,0,0,0,1,1,0
16465,1,3,1,80714,0,50.03,42,1,0,0,0,0,1,0,0,0,0,1,0,1,0
16466,0,2,0,62061,1,50.74,23,0,0,0,1,0,0,0,0,0,1,1,0,0,1
16467,0,2,2,51933,1,49.02,35,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16468,0,0,1,59519,1,52.83,34,1,0,0,0,0,0,0,0,0,1,0,1,1,0
