,propietario_casa,#carros,niños_en_casa,niños_total,ingreso_anual,comprador_bici,gasto_mensual_medio,edad,escolaridad_cod,ocup_cod,genero_cod,civil_cod
13169,0,2,0,0,81886,1,53.7,31,1,2,2,2
13170,1,1,1,2,28687,0,49.1,52,3,3,1,1
13171,0,1,0,0,27778,0,45.89,40,3,3,2,2
13172,0,0,0,1,58925,0,48.82,34,4,1,2,1
13173,0,1,0,0,53536,0,49.55,29,5,1,1,2
13174,1,0,0,1,56435,0,57.17,51,3,1,1,1
13175,1,0,1,2,87397,1,54.07,33,4,2,1,1
13176,1,1,0,0,105457,1,60.05,41,1,4,1,2
13177,1,1,0,2,31332,0,46.51,52,3,3,2,1
13178,1,1,0,2,112091,1,52.21,33,4,4,1,1
13179,1,1,0,0,111646,1,52.04,37,4,4,1,2
13180,0,2,0,0,60978,1,48.68,41,2,1,2,2
13181,1,0,1,1,29314,0,49.42,44,2,3,2,1
13182,0,0,0,0,35797,0,51.24,38,4,3,2,2
13183,1,2,1,2,105278,1,51.12,58,2,4,1,1
13184,0,2,0,0,113454,0,51.52,32,1,4,1,2
13185,0,0,0,0,58509,1,50.94,40,5,1,2,2
13186,0,2,0,0,86467,1,50.97,35,1,2,1,2
13187,1,2,0,1,133047,0,52.22,64,4,5,2,2
13188,0,0,0,0,28927,0,45.97,30,5,3,2,1
13189,1,2,0,1,105642,1,54.82,39,2,4,1,1
13190,0,1,0,0,80550,0,49.82,28,1,2,2,1
13191,1,4,1,2,108881,1,53.44,63,4,4,2,1
13192,1,2,0,2,79827,1,51.97,51,2,2,1,1
13193,1,1,1,2,27599,0,49.83,46,5,3,2,1
13194,1,1,0,0,81000,0,54.89,54,2,2,1,2
13195,1,3,1,2,110475,1,55.89,43,1,4,2,1
13196,0,0,1,1,55995,1,49.17,33,4,1,1,1
13197,1,3,0,0,85744,0,54.27,44,1,2,2,2
13198,1,1,0,2,131144,0,51.64,68,4,5,2,1
13199,1,1,2,2,57375,1,51.87,50,2,1,2,1
13200,0,0,0,0,79473,1,53.06,35,2,2,2,2
13201,1,1,0,2,104599,1,57.29,47,1,4,1,1
13202,1,1,0,2,76466,1,50.25,56,1,2,2,1
13203,1,1,1,2,84647,1,52.28,55,3,2,1,1
13204,1,0,1,1,110410,1,59.33,53,2,4,1,1
13205,0,0,0,0,51594,1,50.39,29,3,1,2,2
13206,1,2,0,1,59212,1,51.0,43,3,1,1,1
13207,0,1,0,0,55619,0,48.64,27,3,1,1,1
13208,0,0,1,1,56766,1,50.02,34,1,1,1,1
13209,1,2,0,0,78647,1,53.35,51,2,2,2,2
13210,1,2,1,2,80206,1,52.24,45,1,2,2,1
13211,0,0,1,2,33284,1,49.4,37,1,3,2,1
13212,1,1,1,2,87591,1,59.18,38,1,2,1,1
13213,1,2,0,0,110629,0,51.41,29,1,4,1,1
13214,1,0,0,2,53122,1,48.86,36,1,1,2,1
13215,1,2,0,0,109975,1,62.08,47,2,4,1,2
13216,1,1,1,2,58439,1,54.58,52,2,1,1,1
13217,1,1,0,0,113037,1,57.54,50,2,4,1,2
13218,0,1,0,0,57617,0,50.41,29,3,1,2,2
13219,0,2,0,0,61169,1,49.67,23,3,1,2,1
13220,0,0,0,0,56220,1,48.63,28,1,1,1,2
13221,1,2,0,0,58157,1,51.52,50,4,1,2,2
13222,0,2,0,0,80879,0,51.36,29,2,2,2,2
13223,1,2,2,2,137094,1,59.57,50,4,5,1,1
13224,1,1,0,2,81608,0,50.39,52,2,2,2,1
13225,1,2,0,0,59033,0,48.47,51,2,1,2,2
13226,0,1,0,0,51910,1,48.84,45,1,1,1,2
13227,1,1,0,2,56958,0,49.2,53,3,1,1,1
13228,1,1,0,2,79381,0,49.99,51,2,2,1,1
13229,1,1,1,2,85786,1,55.05,56,1,2,2,1
13230,0,2,0,0,58352,0,51.21,40,1,1,2,2
13231,1,3,2,2,79280,1,54.81,41,1,2,1,1
13232,0,1,0,0,61232,0,53.44,46,4,1,2,2
13233,0,2,0,0,53053,1,48.8,30,5,1,1,1
13234,1,0,0,1,30951,1,46.52,56,3,3,1,2
13235,1,2,0,2,134765,1,60.84,37,4,5,1,1
13236,1,0,0,2,34394,0,46.29,50,5,3,2,1
13237,0,1,0,0,85838,0,52.42,40,2,2,2,2
13238,1,1,1,2,56204,1,51.58,56,3,1,2,1
13239,1,2,1,2,103958,1,56.25,52,2,4,1,1
13240,1,1,1,2,58476,1,51.95,44,2,1,2,1
13241,0,2,0,0,79626,0,50.22,25,1,2,2,1
13242,1,1,2,2,32752,1,49.94,61,1,3,2,1
13243,0,2,1,1,50919,1,52.49,34,4,1,2,1
13244,0,2,0,0,86230,0,53.5,28,2,2,2,2
13245,1,1,0,1,132864,0,54.98,37,1,5,1,1
13246,0,3,0,0,81180,0,53.48,27,2,2,2,2
13247,1,2,0,1,60810,0,48.84,57,3,1,2,2
13248,1,1,1,2,62016,0,48.69,64,4,1,1,1
13249,0,3,0,0,77816,1,52.77,26,2,2,2,2
13250,1,2,0,1,53207,1,50.8,48,2,1,1,1
13251,1,1,1,2,32051,1,49.95,43,2,3,2,1
13252,1,1,1,2,61630,1,53.97,52,3,1,1,1
13253,0,1,1,1,58919,1,50.0,31,1,1,2,1
13254,0,1,0,0,57218,0,49.37,28,1,1,1,2
13255,1,1,0,0,59356,0,49.61,54,5,1,2,2
13256,1,2,1,2,76885,1,54.96,52,3,2,1,1
13257,1,1,0,2,25915,0,44.7,42,3,3,2,1
13258,1,2,1,2,132216,1,55.27,32,1,5,1,1
13259,1,1,0,0,81816,1,53.4,49,3,2,1,2
13260,1,1,0,2,53855,0,47.87,50,1,1,2,1
13261,0,1,0,0,51867,1,54.42,44,4,1,1,2
13262,1,3,1,2,85308,1,52.61,52,2,2,1,1
13263,0,1,0,0,29019,0,46.88,29,3,3,1,2
13264,1,0,1,2,32362,1,48.24,60,4,3,2,1
13265,0,1,0,0,57631,0,49.76,27,3,1,1,2
13266,1,2,1,2,132569,1,53.19,42,1,5,2,1
13267,0,2,0,0,77335,1,51.26,27,2,2,1,2
13268,0,3,0,0,84451,1,51.66,26,3,2,2,2
13269,0,0,0,0,83108,0,54.15,33,2,2,1,2
13270,0,1,1,2,32790,1,56.07,40,1,3,1,1
13271,1,1,1,2,86612,1,53.66,51,3,2,2,1
13272,1,1,1,1,52916,1,58.9,39,1,1,1,1
13273,1,4,1,2,107251,1,54.72,69,4,4,2,1
13274,1,2,2,2,85305,1,53.43,48,2,2,2,1
13275,1,2,1,2,76500,1,51.35,46,2,2,2,1
13276,0,2,0,0,132789,1,54.39,25,1,5,1,2
13277,0,1,0,0,58838,0,51.37,41,1,1,2,2
13278,0,1,0,0,27628,0,49.28,35,1,3,2,2
13279,1,1,2,2,81309,0,54.37,41,1,2,1,1
13280,1,0,2,2,77362,1,56.43,48,3,2,1,1
13281,1,3,1,2,83981,1,57.51,47,2,2,1,1
13282,0,1,0,0,56089,0,52.41,29,1,1,2,2
13283,1,2,0,2,105084,1,51.23,47,2,4,2,1
13284,1,3,0,0,137451,1,52.61,35,4,5,1,2
13285,0,2,0,0,81201,0,49.77,24,3,2,2,1
13286,1,2,0,0,104626,0,58.62,40,2,4,1,2
13287,1,1,0,2,34682,0,47.0,59,3,3,1,1
13288,1,1,0,0,78456,0,50.29,54,3,2,2,2
13289,0,1,1,1,33707,1,52.74,39,3,3,1,1
13290,1,1,0,2,28058,0,45.45,56,5,3,1,1
13291,1,1,0,2,58873,0,55.72,47,5,1,1,1
13292,0,1,0,0,56479,1,50.09,36,3,1,1,2
13293,0,0,0,0,29425,0,48.33,37,3,3,2,2
13294,0,2,0,0,81051,1,50.42,27,3,2,1,1
13295,1,2,1,1,61825,1,52.25,41,2,1,1,1
13296,1,2,2,2,80396,1,52.96,60,1,2,2,1
13297,0,1,0,0,28195,0,45.62,28,5,3,2,2
13298,0,1,0,0,57463,0,49.66,28,3,1,2,2
13299,0,2,0,0,54707,1,52.08,37,1,1,1,2
13300,0,1,0,0,76448,0,52.12,27,2,2,2,2
13301,1,1,0,2,29482,0,45.82,53,5,3,2,1
13302,1,1,1,1,82551,1,57.22,41,1,2,1,1
13303,0,1,0,0,84863,0,56.1,40,2,2,1,2
13304,0,0,0,1,59346,1,48.64,32,3,1,2,1
13305,1,0,1,1,28642,0,45.71,58,5,3,1,2
13306,1,2,0,0,107551,1,55.92,52,2,4,2,2
13307,0,2,0,0,57787,1,52.49,45,1,1,2,2
13308,0,1,0,0,51051,0,48.03,29,5,1,2,1
13309,0,1,0,0,52117,0,52.24,36,1,1,2,2
13310,1,1,0,2,31177,0,52.23,53,5,3,1,1
13311,1,2,1,2,59145,1,50.89,46,3,1,1,1
13312,0,2,0,0,61355,1,49.56,32,3,1,1,2
13313,0,0,0,0,27986,0,46.15,27,3,3,2,2
13314,0,1,0,0,51733,0,51.62,27,3,1,2,2
13315,0,1,0,0,35958,0,47.0,23,5,3,1,2
13316,1,2,0,2,58017,0,48.55,48,2,1,2,1
13317,1,0,0,1,61327,1,51.37,66,2,1,1,2
13318,1,0,0,2,58357,0,48.53,68,4,1,1,1
13319,1,1,0,2,86358,0,50.35,66,4,2,1,1
13320,0,1,0,2,61802,0,48.56,33,3,1,2,1
13321,1,0,0,0,33144,1,46.67,53,3,3,2,2
13322,0,0,1,1,35634,1,47.09,31,2,3,2,1
13323,0,1,0,0,33386,1,51.89,38,2,3,1,2
13324,1,2,1,2,60687,1,48.45,55,3,1,2,1
13325,1,2,0,2,81975,0,50.78,67,2,2,1,1
13326,0,2,0,0,53355,0,48.24,27,3,1,2,1
13327,0,0,0,0,29186,0,46.78,29,5,3,1,2
13328,1,1,0,0,107705,1,62.38,40,1,4,1,2
13329,1,3,0,2,106801,1,57.71,55,1,4,1,1
13330,0,2,0,2,62012,1,49.29,36,1,1,2,1
13331,1,2,0,1,55128,0,47.89,42,2,1,2,1
13332,1,2,0,2,77135,1,49.17,44,2,2,2,1
13333,0,2,0,0,85250,1,54.71,28,2,2,2,2
13334,0,2,0,0,57294,1,52.71,27,3,1,2,2
13335,1,1,2,2,60099,1,54.53,42,3,1,1,1
13336,0,1,0,0,55316,0,51.33,24,5,1,1,2
13337,0,0,0,0,86291,1,49.95,27,2,2,1,1
13338,0,2,0,0,81784,1,53.37,30,3,2,1,2
13339,1,2,1,2,110801,1,55.99,40,2,4,2,1
13340,1,2,0,0,136498,1,54.12,40,1,5,1,2
13341,1,1,0,1,51566,1,57.08,48,2,1,1,1
13342,1,2,0,2,131875,1,52.36,34,1,5,1,1
13343,1,0,0,2,59221,0,48.93,41,2,1,2,1
13344,1,3,0,0,107252,1,51.23,29,1,4,2,1
13345,1,2,0,2,57883,0,48.73,57,1,1,1,1
13346,0,0,0,0,77014,0,53.69,35,2,2,2,2
13347,1,3,0,0,136001,1,52.24,37,4,5,2,1
13348,0,0,0,0,59965,1,50.43,28,2,1,2,2
13349,1,1,0,1,25605,0,45.26,51,5,3,2,1
13350,1,0,0,0,58736,1,49.91,52,3,1,2,2
13351,0,0,0,1,26373,0,45.07,34,4,3,1,1
13352,1,0,0,1,25681,0,46.18,56,2,3,2,2
13353,1,2,1,2,82341,1,59.01,54,3,2,1,1
13354,1,0,0,1,55465,0,52.53,62,1,1,2,2
13355,1,3,2,2,107628,1,52.17,39,1,4,2,1
13356,1,1,0,1,32858,0,46.93,58,5,3,1,2
13357,1,0,1,2,34256,1,50.36,49,3,3,2,1
13358,0,1,0,0,84282,1,52.59,35,3,2,1,2
13359,1,1,0,0,30987,0,46.99,55,2,3,2,2
13360,1,1,0,2,51005,0,48.41,46,1,1,2,1
13361,0,0,0,0,112718,1,56.07,25,1,4,2,2
13362,0,1,0,0,108823,0,54.95,35,1,4,2,2
13363,0,1,0,0,58048,0,48.34,28,1,1,2,1
13364,1,0,0,0,131868,1,53.52,40,1,5,2,2
13365,0,0,0,0,60904,1,50.33,32,4,1,1,2
13366,1,2,0,0,132803,1,52.22,33,1,5,1,1
13367,1,3,0,3,134507,0,52.04,70,1,5,2,1
13368,1,2,1,1,52726,1,52.61,37,4,1,1,1
13369,1,2,0,0,106018,1,54.35,39,1,4,1,1
13370,1,2,1,2,57833,1,49.74,51,3,1,2,1
13371,1,2,1,2,106608,1,54.69,58,1,4,1,1
13372,1,2,0,0,80297,1,54.18,50,4,2,2,2
13373,1,3,1,2,128309,1,53.16,38,4,5,2,1
13374,1,2,1,2,132342,1,55.43,57,1,5,2,1
13375,0,0,0,0,30111,1,50.99,42,4,3,1,2
13376,1,2,0,0,109009,0,55.43,41,4,4,2,2
13377,1,2,0,0,131346,1,51.99,33,4,5,1,1
13378,0,1,0,0,110510,1,51.85,34,1,4,1,2
13379,1,0,2,2,62081,1,61.85,45,1,1,1,1
13380,1,0,1,2,27359,0,45.31,51,5,3,2,1
13381,1,0,1,2,135728,1,60.75,37,4,5,1,1
13382,1,1,0,1,31586,0,50.03,59,1,3,2,2
13383,1,2,0,0,131444,1,58.09,45,4,5,1,2
13384,1,0,1,2,54324,1,51.56,57,3,1,1,1
13385,1,1,1,2,57728,1,48.64,56,2,1,1,1
13386,1,3,1,1,86087,1,53.02,59,1,2,1,2
13387,1,1,1,1,36469,0,47.67,59,1,3,2,2
13388,0,2,0,1,62073,1,48.91,33,4,1,1,1
13389,1,0,2,2,77924,1,52.37,56,3,2,2,1
13390,1,1,0,2,110610,0,60.12,46,2,4,1,1
13391,0,2,0,0,57383,0,50.93,28,3,1,2,2
13392,0,3,0,0,109901,0,53.33,24,2,4,1,2
13393,1,3,0,1,86454,1,53.53,60,2,2,1,2
13394,1,3,0,2,83990,1,50.47,57,2,2,1,1
13395,1,3,0,2,129942,1,58.47,43,4,5,1,1
13396,0,2,0,0,77172,1,51.61,40,4,2,1,2
13397,1,1,0,2,58707,0,48.2,51,3,1,2,1
13398,0,0,0,0,28043,0,45.22,24,3,3,1,1
13399,1,1,0,2,84848,0,51.33,53,2,2,1,1
13400,0,2,0,0,52153,0,51.88,31,4,1,2,2
13401,0,1,0,0,110189,1,55.86,27,2,4,1,2
13402,1,1,1,2,31106,1,45.41,43,2,3,2,1
13403,0,0,0,0,59806,1,50.62,24,3,1,2,2
13404,1,2,1,2,87410,1,51.26,53,2,2,2,1
13405,1,1,0,0,111507,0,60.28,51,2,4,1,2
13406,1,3,0,0,128069,1,52.51,32,4,5,2,2
13407,1,1,2,2,76765,1,50.41,44,1,2,2,1
13408,1,0,0,2,25614,0,44.48,49,3,3,2,1
13409,1,1,1,2,34052,0,55.03,50,5,3,1,1
13410,1,1,0,0,88226,1,57.33,44,4,2,1,2
13411,0,1,0,0,32830,0,50.99,27,2,3,2,2
13412,0,0,1,2,33828,1,46.14,40,2,3,2,1
13413,1,0,0,2,85783,1,50.39,59,3,2,2,1
13414,1,2,1,1,132351,1,52.43,70,4,5,1,2
13415,1,1,0,1,85504,1,50.54,33,4,2,2,1
13416,1,3,2,2,102354,1,52.07,54,2,4,2,1
13417,1,1,1,2,82494,1,50.17,50,2,2,2,1
13418,1,0,1,2,35885,1,48.86,59,3,3,2,1
13419,1,1,0,1,29049,0,45.11,42,2,3,2,1
13420,1,2,0,3,127993,0,51.74,62,1,5,2,1
13421,0,1,1,1,53956,1,52.18,32,5,1,2,1
13422,1,2,2,2,54977,1,51.29,57,3,1,2,1
13423,0,3,0,0,104478,0,51.61,34,2,4,1,2
13424,0,1,0,0,28238,0,48.57,42,2,3,1,2
13425,0,1,1,1,26885,0,48.3,33,1,3,1,1
13426,1,0,1,1,29134,0,47.99,50,5,3,2,1
13427,1,1,0,2,32513,0,45.48,67,4,3,1,1
13428,1,1,1,2,35699,1,48.58,42,3,3,2,1
13429,0,1,0,0,60148,0,48.6,24,3,1,2,1
13430,1,1,0,0,53370,1,53.69,50,3,1,1,2
13431,1,2,0,3,132340,0,51.86,66,4,5,1,1
13432,1,1,0,1,111254,0,55.48,62,1,4,2,2
13433,1,2,1,2,60452,1,50.71,61,1,1,1,1
13434,0,0,0,0,60855,0,50.56,35,1,1,1,2
13435,1,2,2,2,55892,1,48.87,53,2,1,2,1
13436,0,1,1,1,28089,0,48.07,38,3,3,1,1
13437,0,2,1,2,53947,1,49.44,34,4,1,1,1
13438,1,1,0,2,30373,0,50.42,41,2,3,1,1
13439,0,0,0,0,87019,0,52.49,30,2,2,2,2
13440,1,3,0,2,79271,1,49.54,61,1,2,1,1
13441,1,0,1,2,58060,1,56.74,55,2,1,1,1
13442,1,1,0,2,54933,0,48.37,56,5,1,2,1
13443,1,1,0,2,56146,0,48.08,44,3,1,2,1
13444,1,1,0,1,108544,1,54.74,43,2,4,1,1
13445,1,2,0,2,136583,1,52.37,40,1,5,2,1
13446,0,1,0,0,25979,0,49.12,27,3,3,2,2
13447,1,3,1,1,78768,1,51.28,63,4,2,1,2
13448,1,1,1,1,52621,1,52.24,38,1,1,2,1
13449,1,0,0,2,29238,0,45.76,46,3,3,2,1
13450,0,2,0,0,60704,1,52.83,28,3,1,2,2
13451,1,1,0,0,108304,0,55.03,40,1,4,1,2
13452,1,0,0,0,106065,1,51.22,39,1,4,2,2
13453,1,2,0,2,57247,1,48.93,49,5,1,2,1
13454,1,1,1,2,112319,1,51.43,68,2,4,1,1
13455,0,3,0,0,86709,1,52.01,35,1,2,1,2
13456,1,2,1,1,60532,1,58.72,45,1,1,1,1
13457,1,2,0,2,62046,1,49.56,43,2,1,2,1
13458,1,1,1,2,30322,1,47.11,64,1,3,2,1
13459,1,1,1,2,56640,0,49.85,41,2,1,1,1
13460,1,2,0,0,132537,1,60.44,37,4,5,1,2
13461,0,2,0,0,111554,1,53.75,33,4,4,1,2
13462,1,1,0,2,83651,0,50.92,43,3,2,2,1
13463,1,1,0,0,30119,0,47.58,55,5,3,2,2
13464,0,0,0,0,36230,1,47.09,25,2,3,2,2
13465,1,1,0,2,55504,0,48.3,59,3,1,1,1
13466,0,1,0,1,36323,0,45.78,38,1,3,2,1
13467,1,2,0,0,107769,1,51.7,37,1,4,1,1
13468,1,2,0,0,55132,1,50.03,55,1,1,2,2
13469,0,0,0,0,60271,0,48.6,32,4,1,1,2
13470,1,3,1,2,78491,1,49.38,51,2,2,2,1
13471,1,3,0,0,109815,1,51.82,32,4,4,2,1
13472,0,0,0,0,27482,0,52.55,41,1,3,1,2
13473,1,0,1,2,57321,1,53.79,44,3,1,1,1
13474,1,1,0,1,29157,0,47.4,49,3,3,1,1
13475,1,1,1,2,80236,0,51.83,64,2,2,2,1
13476,0,1,1,1,54274,1,49.25,36,1,1,2,1
13477,1,3,0,1,112858,1,51.92,57,1,4,1,2
13478,0,1,0,0,52198,1,49.53,30,2,1,1,2
13479,0,0,0,0,52108,0,51.01,30,2,1,2,2
13480,0,1,0,0,62192,0,50.54,26,5,1,1,2
13481,1,1,1,2,60907,1,55.08,43,2,1,1,1
13482,1,2,0,0,131469,1,52.21,33,4,5,1,1
13483,0,1,0,0,53958,1,52.01,39,1,1,1,2
13484,0,0,0,0,53447,1,52.84,36,1,1,2,2
13485,0,1,1,1,58389,1,50.08,35,4,1,2,1
13486,0,0,0,0,107998,1,54.49,34,4,4,2,2
13487,1,3,0,1,79664,1,53.7,43,1,2,1,1
13488,1,2,0,0,130548,1,56.39,45,1,5,2,2
13489,1,1,1,2,57051,1,52.12,68,1,1,2,1
13490,1,1,0,0,101869,0,51.3,46,2,4,2,2
13491,1,2,1,2,78193,1,54.03,41,2,2,1,1
13492,1,1,0,1,58799,1,51.81,71,3,1,1,2
13493,0,0,0,0,54888,1,52.13,31,5,1,2,2
13494,1,2,0,0,112501,1,53.39,43,4,4,1,2
13495,1,2,0,2,81830,1,50.11,32,4,2,2,1
13496,0,0,0,0,28401,0,48.22,39,5,3,2,2
13497,0,2,0,0,104729,1,51.22,25,2,4,2,1
13498,1,2,1,2,59202,1,49.38,52,3,1,2,1
13499,1,3,0,2,138146,1,52.2,41,4,5,2,1
13500,1,3,1,2,78873,1,60.61,52,2,2,1,1
13501,0,0,0,0,61143,1,52.98,26,3,1,1,2
13502,1,0,0,0,53742,0,48.59,52,2,1,2,2
13503,1,0,1,2,105527,1,51.55,62,4,4,2,1
13504,1,1,1,2,36817,1,49.16,60,2,3,1,1
13505,1,1,2,2,56252,0,60.57,43,3,1,1,1
13506,1,0,1,2,30093,0,45.68,56,5,3,2,1
13507,1,2,0,1,61204,0,51.97,64,4,1,1,2
13508,1,1,1,2,61174,1,52.53,47,2,1,2,1
13509,1,2,1,1,80911,1,53.26,35,4,2,1,1
13510,1,3,0,0,128695,0,51.91,45,4,5,2,2
13511,1,1,2,2,112455,1,59.59,53,2,4,1,1
13512,1,2,1,2,81146,1,57.02,38,1,2,1,1
13513,1,2,1,2,52450,1,52.28,57,5,1,1,1
13514,0,1,0,0,61140,0,49.33,44,4,1,2,2
13515,1,0,1,1,34606,1,57.63,45,4,3,1,1
13516,1,3,1,2,107953,1,54.18,42,2,4,1,1
13517,1,2,0,1,55107,0,49.69,60,1,1,1,2
13518,1,1,1,2,57242,1,50.85,49,5,1,2,1
13519,1,1,1,2,55233,1,49.93,59,2,1,2,1
13520,1,3,0,0,105650,1,58.17,37,1,4,1,2
13521,0,1,0,2,27997,0,45.54,33,5,3,1,1
13522,0,0,0,0,55060,1,48.1,29,5,1,2,2
13523,1,0,1,1,59193,1,56.61,39,1,1,1,1
13524,1,2,0,0,81833,1,51.86,42,1,2,2,2
13525,0,3,0,0,79300,0,49.68,29,2,2,2,2
13526,1,3,0,2,109846,0,50.71,31,4,4,1,1
13527,0,1,0,0,35891,0,50.94,28,3,3,2,2
13528,0,1,0,0,28998,0,59.26,49,2,3,1,2
13529,1,2,0,0,136107,1,55.53,32,4,5,1,2
13530,1,1,1,1,55686,1,52.15,50,1,1,2,1
13531,0,2,0,1,57315,0,48.89,31,1,1,2,1
13532,0,2,0,0,82324,0,52.69,28,1,2,2,2
13533,0,2,0,0,83218,1,53.96,25,2,2,2,2
13534,1,2,0,0,135576,1,52.7,37,4,5,2,1
13535,1,0,0,2,78294,0,50.55,44,1,2,2,1
13536,1,1,0,1,84579,0,54.36,40,1,2,1,1
13537,1,2,0,0,79523,0,50.08,49,2,2,2,2
13538,1,0,1,1,86231,1,53.32,58,2,2,2,2
13539,0,3,0,0,108068,1,53.85,32,2,4,1,2
13540,1,3,1,2,103378,1,52.67,61,4,4,1,1
13541,1,1,1,2,30006,1,48.39,63,4,3,2,1
13542,1,0,1,2,34555,1,50.17,59,1,3,2,1
13543,0,1,0,0,33943,0,49.05,38,2,3,2,2
13544,1,2,0,0,129366,0,51.5,31,4,5,1,1
13545,0,0,2,2,51753,1,50.44,32,4,1,1,1
13546,1,2,0,0,135380,1,54.42,34,4,5,1,2
13547,1,0,1,2,25975,0,48.46,43,1,3,2,1
13548,1,2,0,0,108950,0,53.87,36,2,4,1,2
13549,1,2,1,2,86872,1,57.79,51,2,2,1,1
13550,1,1,0,2,88036,0,58.69,41,4,2,1,1
13551,1,2,0,2,132719,1,59.81,38,4,5,1,1
13552,1,3,0,1,86576,1,50.53,36,1,2,1,1
13553,0,1,0,1,59349,0,48.48,32,3,1,1,1
13554,1,2,0,3,53142,0,48.0,71,4,1,1,1
13555,1,1,0,0,76300,0,51.93,48,2,2,2,2
13556,0,1,0,0,61952,0,49.29,30,2,1,1,1
13557,0,2,0,0,53724,0,47.92,31,3,1,1,1
13558,1,1,0,2,59388,0,57.3,48,2,1,1,1
13559,0,1,0,0,53901,0,50.18,33,1,1,2,2
13560,1,0,1,2,29678,0,45.34,60,1,3,2,1
13561,1,2,0,2,110303,1,51.4,34,1,4,2,1
13562,1,3,1,1,81663,1,54.21,34,4,2,2,1
13563,0,1,0,0,26109,0,46.32,27,2,3,1,2
13564,1,2,0,1,77558,0,50.72,38,1,2,1,1
13565,0,2,0,0,62072,1,51.21,43,2,1,2,2
13566,1,1,0,1,84524,0,56.37,40,1,2,1,1
13567,1,1,1,2,81322,1,52.08,42,4,2,2,1
13568,0,1,0,0,51406,0,48.39,40,3,1,2,2
13569,1,3,1,2,135905,1,63.33,42,4,5,1,1
13570,0,1,0,0,31308,0,47.64,37,5,3,1,2
13571,1,2,0,0,56780,1,48.42,49,3,1,2,2
13572,1,3,0,1,87335,1,50.86,32,3,2,1,1
13573,1,1,1,1,80721,1,53.07,40,1,2,1,1
13574,1,1,0,1,85235,0,55.8,42,2,2,1,1
13575,0,3,0,0,78875,1,52.69,30,2,2,1,2
13576,0,1,1,2,30474,1,48.99,35,1,3,2,1
13577,0,1,0,0,36648,0,49.96,32,5,3,1,2
13578,1,1,0,0,61412,0,62.07,54,3,1,1,2
13579,0,1,0,1,31689,0,46.05,36,1,3,2,1
13580,1,3,1,2,78178,1,50.75,45,1,2,2,1
13581,0,2,0,0,61480,1,51.9,29,2,1,2,2
13582,1,2,0,0,81858,1,50.47,47,2,2,2,2
13583,0,1,0,0,86191,0,54.02,32,4,2,1,2
13584,1,1,0,2,30199,0,45.52,50,5,3,1,1
13585,0,2,0,0,51648,1,58.82,40,1,1,1,2
13586,1,1,1,2,78916,1,50.7,52,3,2,2,1
13587,1,3,0,0,85277,1,52.45,48,3,2,2,2
13588,1,2,1,2,110828,1,57.34,39,2,4,1,1
13589,1,3,2,2,104047,1,61.2,39,1,4,1,1
13590,0,0,0,0,25829,0,49.23,36,1,3,2,2
13591,1,0,1,1,56254,1,58.06,48,3,1,1,1
13592,1,2,0,0,127579,1,56.05,34,4,5,2,2
13593,0,1,0,0,26502,0,48.68,50,2,3,1,2
13594,0,0,0,0,35874,0,50.12,40,5,3,2,2
13595,1,2,0,1,83995,1,49.82,42,2,2,2,1
13596,1,2,0,1,102567,0,51.47,65,4,4,2,2
13597,1,1,0,0,78786,1,53.31,45,3,2,1,2
13598,0,2,1,2,60802,1,49.08,33,3,1,1,1
13599,1,0,0,0,129799,1,53.07,34,4,5,1,2
13600,0,1,0,0,54977,0,50.52,40,3,1,2,2
13601,0,1,0,1,26766,0,45.09,34,1,3,1,1
13602,0,1,0,0,60478,0,51.34,27,3,1,2,2
13603,0,2,0,0,80349,0,53.23,36,2,2,2,2
13604,0,2,0,0,80140,1,52.64,24,3,2,1,2
13605,0,1,0,0,27313,0,47.67,30,5,3,2,2
13606,1,2,0,1,84831,1,50.32,46,2,2,2,1
13607,1,0,1,2,84686,1,51.44,31,3,2,1,1
13608,0,1,0,0,57601,1,56.09,43,2,1,1,2
13609,1,1,0,1,112223,0,51.61,34,4,4,2,1
13610,1,2,0,0,132517,1,55.86,38,1,5,2,2
13611,1,1,0,0,128837,0,53.86,34,4,5,2,2
13612,1,1,1,2,61751,1,50.45,57,1,1,2,1
13613,1,1,0,2,54474,1,47.91,41,1,1,2,1
13614,1,3,2,2,103088,1,53.04,50,1,4,2,1
13615,0,1,0,0,32095,0,53.19,37,1,3,1,2
13616,1,2,0,0,130789,0,52.41,33,4,5,2,1
13617,1,1,1,2,55379,1,56.98,46,2,1,1,1
13618,1,2,0,2,130169,1,52.51,43,4,5,2,1
13619,0,0,0,2,30459,0,45.13,31,5,3,1,1
13620,1,1,0,2,110236,0,50.86,36,1,4,2,1
13621,1,3,1,2,79214,1,59.69,45,2,2,1,1
13622,0,1,0,0,25589,0,44.1,24,2,3,2,1
13623,0,1,0,0,79810,0,53.98,30,2,2,2,2
13624,1,1,0,1,112264,0,52.25,58,1,4,2,2
13625,1,2,2,2,103372,1,54.67,37,1,4,2,1
13626,1,2,0,1,59692,0,48.32,57,1,1,1,2
13627,1,2,1,1,104280,1,53.62,57,1,4,2,2
13628,1,2,0,0,112038,1,59.44,39,1,4,1,1
13629,1,2,0,2,55470,0,48.6,59,3,1,1,1
13630,0,0,0,0,81321,1,51.96,23,2,2,2,2
13631,0,1,0,0,82847,0,54.4,28,2,2,2,2
